movementId,actionExecutionId,actorId,startedAt,endedAt,originRegionId,destinationRegionId,distanceMeters,durationMicroseconds,waypoints
movement_7d48d7e028791bc6,action_0be3ec6995f4ccc5,tommaso_bianchi,2026-08-14T06:50:00+02:00,2026-08-14T06:50:04.166667+02:00,bedroom_01,bathroom_01,5.0,4166667,"[{""at"":""2026-08-14T06:50:00+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T06:50:01.333333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T06:50:02+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T06:50:04.166667+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_e7eb388d02f91ddc,action_4e562db1fb820610,tommaso_bianchi,2026-08-14T07:15:00+02:00,2026-08-14T07:15:05+02:00,bathroom_01,kitchen_01,6.0,5000000,"[{""at"":""2026-08-14T07:15:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:15:02.166667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:15:02.833333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:15:05+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_cccecbd2926f16d3,action_2a88fb8a15e0b629,tommaso_bianchi,2026-08-14T07:45:00+02:00,2026-08-14T07:46:12.500000+02:00,kitchen_01,garden_workplace,512.0,72500000,"[{""at"":""2026-08-14T07:45:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:45:00.368164+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:45:00.481445+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:45:01.217773+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:45:01.331055+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:45:01.699219+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:45:04.248047+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_11f3ba702b6d27b4,action_6f9f42fe8df26a8e,tommaso_bianchi,2026-08-14T07:55:00+02:00,2026-08-14T07:56:04.375000+02:00,garden_workplace,bedroom_01,502.25,64375000,"[{""at"":""2026-08-14T07:55:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-14T07:55:02.307118+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-14T07:55:02.595508+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_501c443a2db5bcf1,action_238473014238ade4,tommaso_bianchi,2026-08-14T08:05:00+02:00,2026-08-14T08:06:04.375000+02:00,bedroom_01,garden_workplace,502.25,64375000,"[{""at"":""2026-08-14T08:05:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T08:05:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T08:05:02.595508+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""transport""}]"
movement_b461d23cde0a82e7,action_5ff874d2affd4510,tommaso_bianchi,2026-08-14T16:15:00+02:00,2026-08-14T16:16:22.500000+02:00,garden_workplace,hallway_01,524.0,82500000,"[{""at"":""2026-08-14T16:15:00+02:00"",""position"":{""x"":3.0,""y"":21.0},""regionId"":""garden_workplace"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:02.833969+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-14T16:15:03.243321+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:03.369275+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:04.187977+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:04.313931+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:05.132634+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:05.258588+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:06.077290+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:06.203244+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:15:06.612595+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_28f13cc452bfa7c2,action_b4e468b7a14b2c3e,tommaso_bianchi,2026-08-14T16:21:00+02:00,2026-08-14T16:21:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-14T16:21:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:21:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_4c93d26ede6a94f0,action_30672f8c830d4438,tommaso_bianchi,2026-08-14T16:33:00+02:00,2026-08-14T16:33:21.875000+02:00,bedroom_01,hallway_01,26.25,21875000,"[{""at"":""2026-08-14T16:33:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:04.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:04.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:09.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:09.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:14.041667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:14.708333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:19.041667+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:19.708333+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:33:21.875000+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""}]"
movement_5fe0a75115aeb063,action_3187103c44400058,tommaso_bianchi,2026-08-14T16:39:00+02:00,2026-08-14T16:39:21.875000+02:00,hallway_01,bedroom_01,26.25,21875000,"[{""at"":""2026-08-14T16:39:00+02:00"",""position"":{""x"":27.0,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:02.166667+02:00"",""position"":{""x"":24.4,""y"":3.0},""regionId"":""hallway_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:02.833333+02:00"",""position"":{""x"":23.6,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:07.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:07.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:12.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:12.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:17.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:17.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T16:39:21.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_e4ddebd4b5d1468b,action_4b93b9e9f28883cc,tommaso_bianchi,2026-08-14T17:30:00+02:00,2026-08-14T17:31:04.375000+02:00,bedroom_01,supermarket_barcelona,502.25,64375000,"[{""at"":""2026-08-14T17:30:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T17:30:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T17:30:03.551147+02:00"",""position"":{""x"":21.0,""y"":21.0},""regionId"":""supermarket_barcelona"",""traversalMode"":""transport""}]"
movement_0aaf5775bc15b73a,action_036b4cbd12dd3c2f,tommaso_bianchi,2026-08-14T17:35:00+02:00,2026-08-14T17:36:04.375000+02:00,supermarket_barcelona,bedroom_01,502.25,64375000,"[{""at"":""2026-08-14T17:35:00+02:00"",""position"":{""x"":21.0,""y"":21.0},""regionId"":""supermarket_barcelona"",""traversalMode"":""walking""},{""at"":""2026-08-14T17:35:03.262758+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-14T17:35:03.551147+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_1f46662cd15d2900,action_d3f55680da5d13ea,tommaso_bianchi,2026-08-14T17:40:00+02:00,2026-08-14T17:41:04.375000+02:00,bedroom_01,supermarket_barcelona,502.25,64375000,"[{""at"":""2026-08-14T17:40:00+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T17:40:00.288390+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T17:40:03.551147+02:00"",""position"":{""x"":21.0,""y"":21.0},""regionId"":""supermarket_barcelona"",""traversalMode"":""transport""}]"
movement_2adce46860bb003d,action_b429c08d0c984fbc,tommaso_bianchi,2026-08-14T18:30:00+02:00,2026-08-14T18:31:12.500000+02:00,supermarket_barcelona,kitchen_01,512.0,72500000,"[{""at"":""2026-08-14T18:30:00+02:00"",""position"":{""x"":21.0,""y"":21.0},""regionId"":""supermarket_barcelona"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:30:03.604587+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""transport""},{""at"":""2026-08-14T18:30:03.972751+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:30:04.086033+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:30:04.822361+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:30:04.935642+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:30:05.303806+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_52410b4c20dccf9e,action_1107c21f1a7fb957,tommaso_bianchi,2026-08-14T18:33:45+02:00,2026-08-14T18:33:56.875000+02:00,kitchen_01,bedroom_01,14.25,11875000,"[{""at"":""2026-08-14T18:33:45+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:33:47.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:33:47.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:33:52.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:33:52.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:33:56.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_38a6900371a117da,action_016169fdd7a5e2d8,tommaso_bianchi,2026-08-14T18:41:15+02:00,2026-08-14T18:41:26.875000+02:00,bedroom_01,kitchen_01,14.25,11875000,"[{""at"":""2026-08-14T18:41:15+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:41:19.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:41:19.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:41:24.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:41:24.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:41:26.875000+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_ed313d1b03454bc4,action_29d4c321f23a583d,tommaso_bianchi,2026-08-14T18:45:00+02:00,2026-08-14T18:45:11.875000+02:00,kitchen_01,bedroom_01,14.25,11875000,"[{""at"":""2026-08-14T18:45:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:45:02.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:45:02.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:45:07.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:45:07.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:45:11.875000+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_ff1c6fc14def0975,action_0f1c9aabb1922579,tommaso_bianchi,2026-08-14T18:48:45+02:00,2026-08-14T18:48:56.875000+02:00,bedroom_01,kitchen_01,14.25,11875000,"[{""at"":""2026-08-14T18:48:45+02:00"",""position"":{""x"":0.75,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:48:49.041667+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:48:49.708333+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:48:54.041667+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:48:54.708333+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T18:48:56.875000+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_820997b9ec22a6cd,action_dd23c0a043544421,tommaso_bianchi,2026-08-14T21:30:00+02:00,2026-08-14T21:30:05+02:00,kitchen_01,bathroom_01,6.0,5000000,"[{""at"":""2026-08-14T21:30:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T21:30:02.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T21:30:02.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T21:30:05+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_5c6b177585277428,action_ac610764ed39bbb4,tommaso_bianchi,2026-08-14T22:30:00+02:00,2026-08-14T22:30:05+02:00,bathroom_01,bedroom_01,6.0,5000000,"[{""at"":""2026-08-14T22:30:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T22:30:02.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T22:30:02.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-14T22:30:05+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_875c14d8d3d021e6,action_e6791b9803001fae,tommaso_bianchi,2026-08-15T08:16:15+02:00,2026-08-15T08:16:15.833333+02:00,bedroom_01,bedroom_01,1.0,833333,"[{""at"":""2026-08-15T08:16:15+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:16:15.833333+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_397c999bc10f8286,action_a76f6f2d6cba8a2c,tommaso_bianchi,2026-08-15T08:17:30+02:00,2026-08-15T08:17:31.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-15T08:17:30+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:17:31.666667+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_21c646c6f879a725,action_c72aeb93972af912,tommaso_bianchi,2026-08-15T08:18:45+02:00,2026-08-15T08:18:46.666667+02:00,bedroom_01,bedroom_01,2.0,1666667,"[{""at"":""2026-08-15T08:18:45+02:00"",""position"":{""x"":2.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:18:46.666667+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_92b18ae4ba7ae416,action_df51f1a9c330de1f,tommaso_bianchi,2026-08-15T08:30:00+02:00,2026-08-15T08:30:09.166667+02:00,bedroom_01,kitchen_01,11.0,9166667,"[{""at"":""2026-08-15T08:30:00+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:30:01.333333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:30:02+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:30:06.333334+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:30:07+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T08:30:09.166667+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_02380ab2c722fc87,action_36e303491d3e028a,tommaso_bianchi,2026-08-15T10:00:00+02:00,2026-08-15T10:00:05+02:00,kitchen_01,living_room_01,6.0,5000000,"[{""at"":""2026-08-15T10:00:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T10:00:02.166667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T10:00:02.833333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T10:00:05+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""}]"
movement_3f747b2cd504ed1c,action_047edb088a632d38,tommaso_bianchi,2026-08-15T13:00:00+02:00,2026-08-15T13:00:05+02:00,living_room_01,kitchen_01,6.0,5000000,"[{""at"":""2026-08-15T13:00:00+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T13:00:02.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T13:00:02.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T13:00:05+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""}]"
movement_43c3594c855080de,action_0125ddfb5aaf9572,tommaso_bianchi,2026-08-15T15:30:00+02:00,2026-08-15T15:30:05+02:00,kitchen_01,living_room_01,6.0,5000000,"[{""at"":""2026-08-15T15:30:00+02:00"",""position"":{""x"":15.0,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T15:30:02.166667+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T15:30:02.833333+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T15:30:05+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""}]"
movement_7797ec3bf85fe8f0,action_8afebb6e5369b3b4,tommaso_bianchi,2026-08-15T21:30:00+02:00,2026-08-15T21:30:10+02:00,living_room_01,bathroom_01,12.0,10000000,"[{""at"":""2026-08-15T21:30:00+02:00"",""position"":{""x"":21.0,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T21:30:02.166667+02:00"",""position"":{""x"":18.4,""y"":3.0},""regionId"":""living_room_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T21:30:02.833333+02:00"",""position"":{""x"":17.6,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T21:30:07.166667+02:00"",""position"":{""x"":12.4,""y"":3.0},""regionId"":""kitchen_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T21:30:07.833333+02:00"",""position"":{""x"":11.6,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T21:30:10+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""}]"
movement_69e7f6541e336895,action_bd2f1d26b382d0a9,tommaso_bianchi,2026-08-15T22:30:00+02:00,2026-08-15T22:30:05+02:00,bathroom_01,bedroom_01,6.0,5000000,"[{""at"":""2026-08-15T22:30:00+02:00"",""position"":{""x"":9.0,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T22:30:02.166667+02:00"",""position"":{""x"":6.4,""y"":3.0},""regionId"":""bathroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T22:30:02.833333+02:00"",""position"":{""x"":5.6,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-15T22:30:05+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
movement_d7e1f94478ed85c2,action_c2bbc94c5647f7c5,tommaso_bianchi,2026-08-16T08:16:15+02:00,2026-08-16T08:16:15.833333+02:00,bedroom_01,bedroom_01,1.0,833333,"[{""at"":""2026-08-16T08:16:15+02:00"",""position"":{""x"":3.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""},{""at"":""2026-08-16T08:16:15.833333+02:00"",""position"":{""x"":4.0,""y"":3.0},""regionId"":""bedroom_01"",""traversalMode"":""walking""}]"
